ctry,isic,year,rca
irl,c64,1995,0.8763244
gbr,c21t22,2000,0.8767466
deu,c40t41,1995,0.8772269
pol,c85,2000,0.8780954
esp,c28,1995,0.8782378
nzl,c40t41,2005,0.878875
zaf,c90t93,2005,0.8789833
row,c01t05,1995,0.8791601
pol,c29,2005,0.8808424
usa,c34,2005,0.8810009
chn,c35,2008,0.881646
isl,c71,2008,0.8816776
bra,c45,2005,0.8819966
svn,c73t74,2008,0.8820028
cze,c29,1995,0.8821931
rus,c50t52,1995,0.8822321
bel,c60t63,2005,0.8822706
hun,c55,2005,0.882481
row,c70,2008,0.8836698
cze,c01t05,2005,0.8844151
aut,c90t93,1995,0.8850175
khm,c50t52,1995,0.8850555
bgr,c36t37,2008,0.8850737
vnm,c50t52,2008,0.8851407
phl,c50t52,2005,0.8853339
swe,c71,1995,0.8856729
svk,c36t37,1995,0.8863091
idn,c36t37,2008,0.886584
deu,c50t52,2005,0.8866752
sgp,c24,2000,0.8871399
fra,c31,1995,0.8872328
bgr,c70,1995,0.8875323
ita,c73t74,2000,0.8876381
usa,c15t16,2008,0.8877127
mys,c60t63,1995,0.8877198
dnk,c64,1995,0.8878507
che,c21t22,1995,0.8879336
svk,c17t19,2005,0.8885036
bgr,c15t16,2008,0.8886658
bel,c17t19,2000,0.8893203
rus,c60t63,2008,0.8895571
fin,c73t74,2008,0.8896902
ita,c15t16,2000,0.8900797
irl,c80,2005,0.8901397
rou,c303233,2008,0.8904173
rus,c24,2008,0.8918232
deu,c73t74,2008,0.8919889
isl,c01t05,2005,0.8921586
tur,c15t16,2008,0.8922288
ind,c23,2008,0.8922713
jpn,c27,1995,0.8930782
rou,c29,2008,0.8935106
svk,c50t52,2005,0.8939773
esp,c27,2000,0.8944239
fra,c23,2005,0.8944267
bgr,c65t67,2005,0.8947765
kor,c25,2005,0.8947774
mlt,c21t22,2008,0.8952155
lva,c21t22,2008,0.8954195
nld,c29,2008,0.8957395
ltu,c17t19,2008,0.8957553
chl,c75,2005,0.8960735
gbr,c25,1995,0.896145
nld,c25,1995,0.8962421
khm,c31,2008,0.8966221
aut,c31,1995,0.8966436
bgr,c20,2000,0.8972423
vnm,c80,2000,0.8980044
irl,c64,2005,0.8983048
lva,c73t74,2000,0.8984185
twn,c35,1995,0.8986554
hun,c60t63,2005,0.898787
svk,c90t93,2005,0.8988681
rus,c60t63,2005,0.898922
bgr,c36t37,2005,0.8991814
lva,c55,2005,0.8994579
isl,c15t16,2005,0.8997373
tur,c15t16,2000,0.8999866
ind,c23,2000,0.9003229
row,c85,2008,0.9004793
sau,c64,2008,0.9006078
lux,c28,2005,0.9007929
fra,c21t22,2000,0.9010984
prt,c50t52,2008,0.9011695
sgp,c45,2005,0.9012725
svk,c73t74,1995,0.9013286
kor,c34,2000,0.9017515
mys,c26,1995,0.9020761
arg,c23,2005,0.902231
usa,c303233,2008,0.9022316
ltu,c24,1995,0.9022658
pol,c60t63,1995,0.9028655
usa,c24,2000,0.9035055
bra,c34,2000,0.9048538
brn,c55,1995,0.9053885
row,c65t67,1995,0.905819
nor,c72,1995,0.9059139
jpn,c26,1995,0.9060543
aut,c72,1995,0.9063671
pol,c303233,2008,0.9063777
lux,c60t63,2000,0.9064461
rus,c60t63,1995,0.9064928
can,c36t37,2008,0.9068814
irl,c73t74,2008,0.9073259
bel,c40t41,1995,0.9075544
pol,c90t93,2008,0.9077223
ita,c27,2000,0.9082107
che,c25,2005,0.9086994
deu,c73t74,2000,0.9088076
usa,c15t16,1995,0.9090309
svk,c75,2008,0.9090967
pol,c35,2005,0.9095426
cze,c60t63,2000,0.9100122
gbr,c29,2005,0.9102943
esp,c15t16,1995,0.9103202
cze,c60t63,2005,0.9103842
can,c15t16,2005,0.9104022
chn,c20,2008,0.9107166
bgr,c10t14,1995,0.9107252
ita,c21t22,2008,0.911837
svk,c70,2008,0.9118724
gbr,c23,2005,0.9130068
fra,c26,2008,0.9137079
fra,c23,2008,0.9139
hkg,c28,1995,0.9142453
grc,c17t19,2000,0.9142547
hun,c73t74,2008,0.9143618
deu,c40t41,2000,0.9144687
cze,c64,2008,0.9145408
tur,c15t16,2005,0.9154798
hkg,c64,1995,0.9160127
row,c71,1995,0.9165412
prt,c36t37,2005,0.9165505
swe,c31,2000,0.9168872
gbr,c27,2008,0.9170192
mlt,c21t22,2000,0.9172341
bel,c65t67,2008,0.9174551
cze,c23,1995,0.9188038
cze,c20,2008,0.9190103
bgr,c29,2008,0.919137
fra,c27,2005,0.9197069
chl,c64,2008,0.9200386
nld,c35,1995,0.9201162
can,c75,2005,0.9204747
grc,c26,2005,0.9207801
gbr,c29,2000,0.9210719
ind,c23,2005,0.9211694
lva,c27,1995,0.9212037
bgr,c20,1995,0.9216216
svk,c36t37,2008,0.9224033
lux,c73t74,2008,0.9235716
brn,c55,2000,0.9239051
gbr,c15t16,1995,0.9246669
che,c20,2008,0.9249421
isr,c28,2005,0.9250892
jpn,c24,2000,0.9265345
dnk,c45,2008,0.9268566
swe,c24,1995,0.9272094
aut,c36t37,2005,0.9272416
tha,c50t52,2008,0.9272694
svk,c17t19,1995,0.9275394
bel,c65t67,2005,0.9286405
hun,c20,1995,0.9294058
swe,c50t52,2000,0.9295128
gbr,c28,2000,0.9301668
deu,c73t74,1995,0.9302009
fin,c23,2005,0.9302759
svk,c29,2005,0.9303033
prt,c34,1995,0.9315255
swe,c23,1995,0.9320734
che,c31,1995,0.9321911
can,c36t37,2005,0.9323038
grc,c27,2000,0.9323826
swe,c60t63,2008,0.9325035
cze,c21t22,2000,0.9325603
tur,c65t67,2008,0.9326132
swe,c45,2000,0.9328279
aut,c60t63,2000,0.9340505
fra,c21t22,2005,0.9347953
aus,c45,2005,0.9350947
nzl,c25,2008,0.9365439
nor,c72,2008,0.9371114
lux,c75,2005,0.9375335
bra,c01t05,1995,0.9383021
deu,c15t16,2008,0.9383835
svk,c40t41,2008,0.9390549
bel,c36t37,2000,0.9399582
ltu,c24,2005,0.9400274
aut,c17t19,1995,0.9404581
phl,c01t05,1995,0.9404848
idn,c01t05,2005,0.9406459
grc,c72,2008,0.9414466
mlt,c31,2005,0.9421683
isr,c24,2000,0.9423828
kor,c24,1995,0.9426632
deu,c35,2000,0.9434481
aut,c34,1995,0.9441781
aut,c70,2008,0.9449127
prt,c15t16,2000,0.9451798
jpn,c31,2005,0.9456236
est,c50t52,2005,0.9456745
cyp,c01t05,2008,0.9456795
ind,c60t63,2000,0.9464527
tur,c50t52,2008,0.947082
isr,c25,2000,0.9474513
swe,c24,2000,0.9476659
grc,c15t16,2008,0.9478067
sgp,c40t41,2008,0.9478472
idn,c27,2008,0.9481496
rus,c21t22,2005,0.9482869
dnk,c24,1995,0.9488249
fra,c29,1995,0.9499783
usa,c303233,1995,0.9502283
gbr,c21t22,1995,0.9508029
che,c70,2000,0.9509026
vnm,c64,2000,0.9520411
tha,c40t41,2000,0.952929
isl,c60t63,1995,0.9534385
svk,c29,2008,0.9537528
dnk,c75,2000,0.9539862
esp,c25,2008,0.9545856
ita,c72,2000,0.9548851
jpn,c36t37,2000,0.954979
idn,c75,2008,0.9550117
cyp,c50t52,2000,0.9550691
can,c23,2008,0.9551342
usa,c80,1995,0.9551679
esp,c25,2005,0.9552944
row,c70,2000,0.9552993
mys,c15t16,2000,0.9555255
che,c25,2000,0.9565254
gbr,c10t14,1995,0.957472
chn,c15t16,1995,0.9575393
hun,c70,2000,0.9580946
rus,c29,2000,0.9583938
fin,c31,1995,0.9588128
gbr,c50t52,1995,0.9589321
bgr,c90t93,2005,0.9589689
rou,c72,2005,0.9594023
dnk,c36t37,2008,0.9594402
idn,c21t22,1995,0.9600726
ltu,c60t63,1995,0.9606605
zaf,c34,2005,0.960884
zaf,c65t67,2000,0.9611124
tha,c23,2000,0.9613891
jpn,c24,2005,0.9614488
chn,c27,2008,0.961453
hun,c17t19,1995,0.9616957
mex,c01t05,2000,0.9618056
ltu,c36t37,1995,0.9621691
can,c31,2000,0.9622572
aut,c36t37,2008,0.962284
rus,c20,1995,0.962399
row,c26,2005,0.962627
svk,c70,2000,0.9631326
jpn,c24,2008,0.9632065
twn,c35,2008,0.9633921
lux,c60t63,2005,0.9633957
idn,c36t37,2005,0.9640648
zaf,c20,2000,0.96446
isr,c64,2000,0.9646937
chl,c64,2000,0.9650661
esp,c25,1995,0.9651986
pol,c23,2000,0.9654495
ltu,c64,2005,0.9655757
kor,c24,2000,0.9661067
isr,c75,2005,0.966993
ita,c15t16,2005,0.9671087
idn,c90t93,2000,0.9672759
lux,c27,2005,0.9675294
bel,c60t63,1995,0.9676848
ita,c31,2000,0.9680765
aus,c45,2000,0.9683912
brn,c01t05,1995,0.9685814
usa,c36t37,2008,0.9691816
nzl,c17t19,2008,0.9692184
fra,c75,2000,0.9692941
lux,c25,2005,0.9693383
svn,c17t19,2008,0.9693425
fra,c64,2008,0.9695833
aus,c64,2005,0.9696125
svk,c01t05,2008,0.9696511
fin,c31,2000,0.9708188
jpn,c26,2000,0.9708334
fra,c27,2000,0.9709666
gbr,c303233,2000,0.9711061
esp,c28,2000,0.9714357
khm,c60t63,2000,0.9715527
isr,c25,1995,0.9717901
swe,c60t63,2005,0.9719183
gbr,c28,1995,0.9722716
nor,c40t41,2005,0.9725795
can,c60t63,2005,0.9729689
pol,c23,2005,0.9729953
pol,c21t22,2008,0.9732554
pol,c21t22,2000,0.9734841
prt,c25,2000,0.9739152
chl,c64,2005,0.9744627
bra,c26,2000,0.9751496
fin,c73t74,2005,0.9753655
nzl,c45,2008,0.9758728
kor,c17t19,2005,0.9764844
ita,c71,1995,0.9766735
grc,c15t16,2005,0.9771134
fra,c27,1995,0.9777742
esp,c23,2005,0.9778374
usa,c24,1995,0.9788163
lux,c60t63,2008,0.97916
cyp,c90t93,1995,0.9799524
mys,c31,1995,0.9807682
row,c15t16,1995,0.9814603
row,c36t37,2005,0.9824652
pol,c27,2005,0.9830815
swe,c303233,1995,0.9830939
isl,c60t63,2005,0.9843431
ita,c73t74,1995,0.9850358
aut,c60t63,1995,0.9853119
hkg,c75,1995,0.9860442
sgp,c45,2008,0.9867725
khm,c85,1995,0.9868948
rus,c21t22,2008,0.9886392
jpn,c85,2000,0.9893503
usa,c31,2008,0.9894478
svn,c73t74,1995,0.9895528
chl,c50t52,2000,0.9903759
nld,c65t67,2008,0.9908831
dnk,c65t67,2000,0.9909357
dnk,c24,2008,0.9912087
rus,c50t52,2008,0.9912398
pol,c29,2008,0.9914525
est,c70,2008,0.9923553
esp,c23,1995,0.9924813
hun,c25,1995,0.992674
svk,c35,1995,0.9940822
row,c01t05,2000,0.9945372
fra,c21t22,2008,0.9954962
lva,c50t52,1995,0.9959511
fin,c80,2008,0.996224
rus,c24,2000,0.9970673
grc,c72,1995,0.9971169
svk,c17t19,2000,0.9971911
lux,c28,2008,0.9971942
chl,c50t52,1995,0.9972335
deu,c73t74,2005,0.9972669
ita,c85,2008,0.9977332
nld,c75,2000,0.9980378
bel,c55,2008,0.9981415
grc,c15t16,2000,0.9986517
ita,c27,2005,0.9987268
che,c26,2008,0.9987942
khm,c80,2008,0.999514
svn,c27,1995,0.9995626
zaf,c15t16,2005,0.999672
nor,c45,2005,1.001108
esp,c25,2000,1.002223
fin,c28,2008,1.003101
vnm,c65t67,1995,1.003138
tur,c25,2005,1.003326
gbr,c85,2005,1.003638
fin,c90t93,2008,1.005464
pol,c01t05,2005,1.006856
twn,c60t63,2000,1.007305
can,c36t37,1995,1.007568
nor,c72,2005,1.007761
zaf,c50t52,1995,1.007881
fin,c64,1995,1.009669
lva,c17t19,1995,1.009936
bgr,c64,1995,1.010509
row,c26,2000,1.011448
fin,c303233,1995,1.012119
cze,c21t22,2008,1.012403
tha,c28,2005,1.012557
fra,c26,2005,1.013313
vnm,c26,2008,1.013374
dnk,c25,2000,1.013428
bel,c21t22,2005,1.013562
deu,c27,2008,1.013739
ind,c15t16,2000,1.013968
rou,c24,2000,1.014218
chn,c27,1995,1.014492
gbr,c70,2008,1.014873
mex,c25,2008,1.015928
tur,c15t16,1995,1.016119
fin,c75,2005,1.016577
nld,c21t22,2008,1.017048
usa,c36t37,2005,1.017056
bgr,c17t19,1995,1.017244
dnk,c50t52,1995,1.01774
mex,c25,1995,1.018669
pol,c17t19,2008,1.019034
rou,c60t63,2005,1.019436
che,c15t16,2000,1.019805
tha,c23,1995,1.020669
usa,c28,2005,1.020706
aut,c25,2005,1.022072
chl,c50t52,2008,1.022584
bel,c17t19,1995,1.022915
sgp,c73t74,1995,1.023001
hun,c25,2005,1.023432
bel,c71,1995,1.025912
hun,c28,2005,1.026088
ind,c15t16,1995,1.027515
swe,c35,1995,1.02757
chl,c75,2008,1.027807
ltu,c28,2005,1.027918
fin,c23,2008,1.027948
brn,c64,2008,1.028341
hun,c65t67,1995,1.029437
pol,c31,2000,1.02959
fra,c26,2000,1.029739
cze,c17t19,2000,1.030596
ind,c27,2000,1.030895
che,c90t93,2005,1.031317
twn,c55,1995,1.031501
che,c25,2008,1.03235
che,c70,2005,1.032652
bel,c80,1995,1.032827
can,c36t37,2000,1.032929
phl,c10t14,1995,1.033022
swe,c24,2005,1.03309
grc,c26,2008,1.033701
dnk,c29,2005,1.03431
chn,c50t52,2000,1.035904
bel,c21t22,2000,1.036338
prt,c65t67,2000,1.03661
dnk,c01t05,2000,1.036919
svk,c70,1995,1.037116
nzl,c28,2005,1.037282
zaf,c23,1995,1.037835
jpn,c36t37,2005,1.03848
esp,c24,2008,1.038555
esp,c24,2005,1.038828
mex,c01t05,2008,1.039052
ita,c64,2000,1.03928
mex,c25,2000,1.039647
fin,c70,2008,1.040118
gbr,c29,1995,1.041376
mex,c17t19,1995,1.041528
swe,c64,1995,1.042398
mex,c26,2000,1.042638
isr,c40t41,2005,1.044076
svn,c36t37,2008,1.044092
bel,c36t37,1995,1.045002
ita,c45,2008,1.045102
esp,c45,2005,1.045491
vnm,c90t93,1995,1.045554
hun,c73t74,2005,1.046247
can,c73t74,1995,1.048348
tur,c23,2008,1.04908
ita,c64,2005,1.049098
chn,c64,1995,1.049376
ita,c24,2005,1.049441
fra,c31,2000,1.049908
fra,c29,2000,1.050939
mex,c26,1995,1.051767
ind,c24,1995,1.052032
hun,c01t05,2005,1.052223
svk,c36t37,2005,1.052374
mlt,c65t67,2008,1.053235
hun,c24,1995,1.053363
zaf,c50t52,2008,1.053602
cze,c73t74,2008,1.053632
can,c25,1995,1.054054
arg,c27,2000,1.054084
pol,c60t63,2000,1.054125
row,c80,2008,1.054696
nld,c73t74,2005,1.05503
cze,c60t63,1995,1.055098
lux,c50t52,2008,1.056104
svk,c36t37,2000,1.056462
svk,c01t05,2005,1.056791
bel,c50t52,2008,1.056988
nzl,c45,2000,1.057037
rou,c73t74,2008,1.057165
est,c17t19,2008,1.057341
usa,c21t22,1995,1.059577
rou,c45,2000,1.059703
chn,c01t05,1995,1.059776
vnm,c50t52,2000,1.061388
bel,c72,2005,1.061641
row,c25,2008,1.062209
fra,c29,2005,1.062427
bra,c50t52,2000,1.062505
pol,c34,2000,1.063178
cze,c55,2000,1.064176
prt,c15t16,2005,1.064341
fra,c34,1995,1.064546
est,c72,2000,1.06547
svk,c40t41,1995,1.066127
nzl,c45,2005,1.066225
twn,c31,2008,1.066339
mex,c25,2005,1.066581
row,c21t22,2008,1.066891
che,c31,2000,1.066935
mex,c01t05,2005,1.067416
grc,c90t93,2008,1.067584
prt,c72,1995,1.067916
lva,c17t19,2000,1.068103
svn,c80,2000,1.068686
svn,c80,1995,1.069219
lva,c27,2005,1.069315
usa,c45,1995,1.069453
can,c01t05,2000,1.069605
hun,c17t19,2000,1.070092
cyp,c01t05,2000,1.07043
gbr,c21t22,2005,1.070588
bgr,c17t19,2000,1.071724
ita,c24,2000,1.072239
irl,c80,1995,1.073047
nor,c64,2008,1.073554
grc,c85,1995,1.073795
arg,c34,2005,1.0739
dnk,c24,2005,1.075444
irl,c303233,2008,1.075506
usa,c29,2008,1.076225
esp,c15t16,2000,1.076278
svn,c40t41,1995,1.076516
aut,c15t16,2008,1.076659
che,c15t16,2005,1.077211
grc,c17t19,1995,1.077305
bgr,c15t16,2005,1.077529
aut,c15t16,2005,1.077592
cze,c72,2005,1.077845
grc,c26,2000,1.078018
tur,c64,2000,1.078409
che,c21t22,2005,1.078423
nzl,c28,1995,1.078817
zaf,c40t41,2005,1.07892
bel,c25,2000,1.078951
tha,c28,2000,1.079894
aut,c36t37,2000,1.080054
svk,c72,1995,1.080202
rou,c35,2005,1.080273
est,c303233,2000,1.080432
lva,c75,2008,1.080666
usa,c303233,2005,1.080982
twn,c50t52,2005,1.082411
cyp,c01t05,2005,1.082771
deu,c50t52,2008,1.084498
jpn,c36t37,2008,1.085054
che,c90t93,1995,1.087092
kor,c28,2008,1.08743
svn,c24,1995,1.087725
lva,c26,1995,1.088274
usa,c64,2000,1.088279
phl,c55,2000,1.088431
nor,c15t16,2005,1.088483
chn,c303233,2000,1.088674
kor,c73t74,1995,1.089531
prt,c34,2000,1.089984
mlt,c45,2008,1.090143
nld,c65t67,2005,1.091283
est,c75,2005,1.091753
deu,c26,1995,1.092083
bel,c25,2005,1.092219
gbr,c23,2008,1.092455
fra,c25,2000,1.0926
row,c21t22,1995,1.09279
isr,c303233,1995,1.093056
twn,c27,2005,1.094703
zaf,c34,2008,1.094982
usa,c29,1995,1.095075
gbr,c50t52,2005,1.095297
brn,c25,1995,1.095715
pol,c55,1995,1.095753
twn,c25,2005,1.095759
nld,c60t63,2008,1.095938
usa,c28,2000,1.09601
ltu,c50t52,2005,1.096031
lux,c70,2008,1.096646
isr,c01t05,2005,1.0967
dnk,c55,2005,1.09765
zaf,c36t37,2005,1.097758
swe,c23,2005,1.097843
idn,c01t05,2008,1.098066
esp,c15t16,2005,1.098364
mlt,c65t67,1995,1.098464
ita,c24,2008,1.09852
lux,c70,2005,1.099029
bgr,c24,1995,1.099794
bel,c75,2008,1.100613
fra,c25,1995,1.100834
lva,c55,2000,1.101213
deu,c21t22,1995,1.10124
prt,c80,2008,1.101992
isr,c25,2005,1.102211
svk,c90t93,2000,1.102227
svk,c50t52,1995,1.103468
rou,c31,2000,1.104698
twn,c27,2008,1.104981
cze,c01t05,1995,1.105724
chn,c28,1995,1.106164
usa,c64,2005,1.106786
nld,c21t22,2005,1.107595
isr,c50t52,2000,1.108234
aut,c31,2000,1.108566
dnk,c75,2008,1.108631
deu,c71,1995,1.109911
aut,c25,2008,1.110018
arg,c10t14,2005,1.110271
bgr,c15t16,2000,1.110757
irl,c45,2005,1.110777
phl,c27,1995,1.111262
gbr,c303233,1995,1.111624
zaf,c36t37,2008,1.111857
cze,c27,2005,1.111864
tur,c40t41,2008,1.112016
nor,c73t74,2000,1.112767
mlt,c17t19,2000,1.112908
hun,c70,2008,1.113099
arg,c34,2008,1.113255
phl,c60t63,1995,1.11386
bra,c21t22,2000,1.114159
swe,c85,2005,1.114913
fra,c28,1995,1.115649
cze,c64,2005,1.11594
zaf,c50t52,2005,1.115996
nor,c27,2005,1.116224
lux,c25,2008,1.116489
mex,c17t19,2005,1.116548
usa,c29,2005,1.116702
nzl,c71,2008,1.117266
hkg,c70,2000,1.11753
aut,c71,2000,1.118038
grc,c27,1995,1.1181
khm,c60t63,2008,1.119469
fra,c25,2008,1.119471
dnk,c24,2000,1.119961
tha,c31,1995,1.120657
can,c01t05,2005,1.122081
chn,c303233,1995,1.122317
che,c50t52,2005,1.122406
svn,c27,2005,1.122968
kor,c27,2000,1.122998
row,c23,2000,1.123403
bra,c26,2008,1.123489
swe,c50t52,2005,1.123711
row,c85,2005,1.123915
hun,c25,2000,1.124164
cze,c21t22,2005,1.125072
twn,c31,1995,1.125239
deu,c72,1995,1.125287
aut,c34,2000,1.125583
kor,c24,2005,1.125646
idn,c26,2000,1.125706
dnk,c85,2005,1.126387
usa,c01t05,2000,1.126534
che,c36t37,2000,1.126665
svk,c50t52,2000,1.127135
cze,c20,2005,1.127668
esp,c35,2005,1.128
rus,c20,2005,1.128499
usa,c24,2005,1.128548
svn,c72,1995,1.128609
gbr,c45,2005,1.128728
twn,c85,2008,1.128952
chn,c75,1995,1.129817
cze,c31,1995,1.129861
can,c90t93,2000,1.130028
chn,c45,2005,1.131231
zaf,c85,2008,1.131547
lva,c73t74,1995,1.132168
chn,c64,2000,1.132656
mys,c31,2000,1.132656
kor,c24,2008,1.133053
lva,c15t16,1995,1.133616
can,c80,2005,1.134345
swe,c85,2000,1.13435
esp,c65t67,2005,1.135181
fra,c90t93,2000,1.13525
idn,c21t22,2005,1.135268
nld,c85,2005,1.135298
cze,c36t37,2008,1.135889
mex,c50t52,1995,1.135929
svn,c64,2000,1.136507
deu,c35,1995,1.138606
zaf,c15t16,2008,1.139698
svn,c70,2005,1.139994
mex,c26,2005,1.141215
can,c01t05,1995,1.141644
jpn,c26,2005,1.141667
prt,c90t93,2005,1.142613
mex,c26,2008,1.143201
nld,c28,2005,1.143232
gbr,c23,1995,1.143695
fra,c26,1995,1.144768
can,c28,2005,1.144861
isr,c71,1995,1.145047
fra,c25,2005,1.145863
hun,c50t52,1995,1.146124
can,c70,1995,1.147745
mlt,c15t16,2005,1.147774
cze,c27,2000,1.148289
dnk,c25,1995,1.148331
phl,c55,2005,1.148619
nor,c55,2000,1.149183
swe,c303233,2000,1.1492
bra,c21t22,2005,1.149491
twn,c24,2005,1.150029
bgr,c20,2005,1.150353
mys,c50t52,2008,1.150548
fra,c29,2008,1.150921
bra,c23,2008,1.150993
usa,c29,2000,1.151052
bgr,c17t19,2008,1.15307
jpn,c71,1995,1.15334
hun,c27,2008,1.15341
rus,c24,1995,1.153823
can,c85,1995,1.153854
rus,c21t22,1995,1.154284
hkg,c45,2005,1.154341
svk,c90t93,2008,1.154732
cze,c70,2005,1.155228
svn,c31,1995,1.155617
pol,c80,1995,1.155835
nld,c21t22,1995,1.157414
isr,c303233,2000,1.157744
svk,c23,2008,1.157861
nzl,c28,2000,1.158698
khm,c60t63,2005,1.158907
can,c35,2005,1.158963
aut,c36t37,1995,1.159125
mlt,c71,2005,1.159238
nzl,c31,2008,1.159266
tur,c65t67,1995,1.160204
bel,c25,2008,1.160343
hun,c64,2000,1.160676
usa,c20,1995,1.160725
hun,c01t05,2000,1.161113
usa,c21t22,2000,1.161719
ita,c73t74,2005,1.161731
nld,c75,2008,1.161809
isr,c50t52,2005,1.161882
swe,c40t41,2005,1.163363
zaf,c85,1995,1.163421
nld,c21t22,2000,1.163694
zaf,c21t22,2000,1.164584
deu,c26,2005,1.165774
jpn,c31,2008,1.166097
deu,c27,1995,1.166409
chl,c60t63,2008,1.166594
nld,c64,2008,1.167985
can,c25,2008,1.168104
fra,c60t63,2000,1.168258
usa,c60t63,2000,1.169573
kor,c27,2008,1.169857
fin,c31,2005,1.170258
gbr,c85,2008,1.171024
can,c27,2000,1.172081
svn,c72,2000,1.173121
jpn,c27,2000,1.173821
pol,c60t63,2008,1.174212
swe,c23,2000,1.174351
cze,c75,2005,1.175314
ita,c80,1995,1.175966
fra,c60t63,2008,1.176012
tur,c70,2000,1.177091
kor,c31,2008,1.177287
swe,c28,2000,1.177309
svn,c34,2000,1.17882
che,c303233,2005,1.179143
rou,c35,2000,1.179551
est,c303233,2005,1.179646
ind,c24,2000,1.179677
deu,c35,2008,1.179738
khm,c26,2005,1.179918
brn,c17t19,2008,1.180228
deu,c26,2000,1.180513
mlt,c01t05,2005,1.180805
twn,c25,2008,1.181147
isl,c303233,2000,1.181334
lva,c65t67,2005,1.182121
bel,c50t52,2000,1.182943
gbr,c10t14,2000,1.18332
phl,c45,1995,1.183419
pol,c21t22,2005,1.183715
swe,c28,2005,1.184191
tha,c60t63,2005,1.184785
che,c21t22,2000,1.186953
bel,c26,2008,1.187013
can,c90t93,2005,1.187691
svn,c75,2008,1.188454
sgp,c64,1995,1.189536
bra,c17t19,1995,1.189694
rou,c23,2008,1.190261
brn,c70,2008,1.190742
dnk,c01t05,2005,1.190945
prt,c27,2005,1.191504
svn,c21t22,1995,1.192461
nzl,c64,2008,1.192494
arg,c34,2000,1.192656
swe,c64,2008,1.192846
nor,c23,1995,1.193438
ltu,c64,2000,1.193858
aus,c64,2000,1.194358
che,c80,2008,1.195034
prt,c72,2008,1.195269
isl,c303233,2008,1.195304
pol,c01t05,2000,1.196453
svn,c27,2000,1.196788
dnk,c36t37,2005,1.198089
row,c36t37,2000,1.198787
fra,c50t52,2005,1.199306
swe,c27,2008,1.199952
chn,c27,2005,1.200407
row,c80,2000,1.200474
rou,c60t63,1995,1.200498
chn,c29,2008,1.200567
row,c36t37,1995,1.20111
isr,c55,2008,1.201238
lux,c25,2000,1.201477
fin,c60t63,1995,1.201486
ltu,c25,2000,1.203032
ltu,c50t52,1995,1.203276
est,c25,2008,1.203384
usa,c60t63,2008,1.203851
cze,c20,2000,1.206122
chn,c45,2008,1.206309
deu,c24,2005,1.206504
bgr,c90t93,2000,1.207035
ind,c27,2008,1.207647
grc,c72,2000,1.208116
fra,c64,2005,1.208128
can,c35,2000,1.208641
gbr,c24,2000,1.208814
svk,c60t63,1995,1.208827
isl,c60t63,2000,1.208904
prt,c55,1995,1.209092
nld,c50t52,1995,1.210566
bel,c25,1995,1.210633
mlt,c15t16,2000,1.211384
prt,c31,1995,1.211972
fin,c27,1995,1.212679
fin,c23,2000,1.213346
mex,c36t37,2008,1.213645
rou,c34,2008,1.213939
lva,c27,2000,1.214325
lva,c28,1995,1.215695
cyp,c50t52,2005,1.215995
sgp,c28,2008,1.216247
aut,c70,2005,1.216829
prt,c15t16,2008,1.218025
svk,c24,1995,1.218163
kor,c27,2005,1.218359
svn,c40t41,2000,1.218584
mlt,c17t19,1995,1.218794
pol,c17t19,1995,1.218817
prt,c28,2000,1.219386
bel,c72,2000,1.219451
nzl,c70,2008,1.219453
fra,c50t52,2000,1.219538
prt,c23,1995,1.220045
swe,c45,2005,1.220602
esp,c15t16,2008,1.221342
rus,c21t22,2000,1.222306
bra,c17t19,2000,1.222674
lux,c26,2008,1.222884
rou,c25,2005,1.225218
svk,c20,2000,1.225351
svn,c60t63,1995,1.226876
nld,c75,1995,1.227324
lva,c26,2000,1.227537
tha,c60t63,2008,1.229399
aut,c27,1995,1.229642
usa,c60t63,2005,1.230636
nld,c70,2008,1.231143
prt,c73t74,2005,1.231843
bel,c60t63,2000,1.232223
grc,c15t16,1995,1.232225
aus,c01t05,2008,1.232776
hun,c50t52,2008,1.233111
ltu,c36t37,2000,1.233235
deu,c27,2005,1.234355
kor,c60t63,1995,1.235038
arg,c34,1995,1.235271
nor,c23,2000,1.235583
grc,c65t67,2000,1.235739
dnk,c20,1995,1.235901
aut,c34,2008,1.235964
can,c27,2005,1.236203
svn,c70,2008,1.236576
pol,c35,2000,1.236954
ltu,c75,2005,1.237898
dnk,c28,1995,1.238186
swe,c23,2008,1.239277
chn,c20,2000,1.240485
deu,c70,2000,1.24138
phl,c15t16,2000,1.242601
prt,c25,2005,1.242681
pol,c28,1995,1.243131
rou,c60t63,2008,1.244142
nld,c60t63,2005,1.244611
lva,c64,2008,1.244643
rou,c01t05,2005,1.245738
esp,c27,2008,1.245896
pol,c25,2000,1.246133
usa,c64,1995,1.246446
swe,c85,1995,1.246893
svn,c34,1995,1.247439
twn,c85,2005,1.248074
mys,c64,2008,1.248474
usa,c23,2008,1.249011
can,c25,2005,1.2491
arg,c17t19,1995,1.249102
usa,c24,2008,1.249576
can,c40t41,1995,1.250267
prt,c71,1995,1.250959
svn,c29,1995,1.251254
bel,c64,1995,1.251861
svk,c64,1995,1.253321
prt,c34,2008,1.253346
tha,c60t63,2000,1.253996
rou,c55,2005,1.254128
swe,c40t41,2008,1.254892
grc,c90t93,2005,1.256035
fra,c15t16,2005,1.256471
